0xAeB457363dEe5Ee04AF1ea873f4Ac2FD293B2786;10473.68421
0xbc9974631295c6282a427b2084b8147496fa0685;18000
0x87aE4cc0af64e15D2b69348506E64A9866D2073B;5676.38776
0x80d46118fa1a5b214dECDDe6bB70176a351ac266;4761.90476
0x109e70739807087774d9462D9Fc74f1912D90987;6841.04893
0x5EAAf9B4F831f8A5B59563BEB203E202fc869D84;5263.15789
0x83597Ed286407e06701391da5fF4cc835ded0FAC;4000
0xd7C16dF0d98e91626a59dc7CAf6B2F45043622B3;10526.31578
0x3785944746bcB5e4F5e55cDC4027678D2e20cd3D;9523.80952
0x0b99B882A2014c74Db23d447Cb40990cefd61E36;5922.47368
0x38A4e6eafF63bEa0617BAFB28BEe8be193897122;26315.78947
0x4BD076985C35a148E2D0cd62e6e49D94d620e4A2;5289.47368
0x233ea3B4E8Af402f7e15F3A50A02a3Ce3eec3e4D;5464.94736
0x99D869428Dfe6C71515755BC79B24F8E4d3cb601;5263.15789
0x4011B6986e7B6853F6b50BaD33ad3F2b775218ED;263.15789
0x6995c822296Bd432aBE0E71faD975372fF37D47C;5263.15789
0xFC7c90bf5a5Ab550A64cC7a8bc059D4A5746e04b;5263.15789
0x0281f7B663AfEc965ADDF4b3Cb9466420b9e95f0;4761.90476
0x0220322Fb9C3d7792fD56a5fd17E0ee6a17969e5;6315.78947
0xf9321CaaAAa027EFF65955403AD9Af7b79Aa21A0;4761.90476
0x19E2bBb96b79DF5b9387aaF71e2EAec67E901564;5238.09523
0x1c0aac6e43699a8e7252aeb5e0b5a209a5edfdda;1529.650882
0xBD9c8D0091988E9e1e0e13Fc8c33F5760cc927fe;5263.15789
0xfE9d68919174Bb7089e2e6947C32adA4e18fD4DF;7368.42105
0x018Ec2147Ae94F9F387d5d97561D64fCE947D543;500000
0x96bde3f30591f551de8299c90f6803867ae9a030;1240
0xff3aD0BE6195cdBdb75d16914B4952f30E45897c;5315.78946
0x04d94132b9d674419a3f62f8b2fbc78ea9b8bc67;23902.71315
0x97D61930F7DBd14099D8FffB6AFd899E6C78AbBD;157894.7368
0x844d21eB9d5679eF3f2721a62c69f5B4fbB3626B;10526.31578
0x1894C0BF2BADFFb647b426465fbdAF8Ab5971477;5789.47368
0x1050E36B3565509FcF52B91ef7484177eE7CC980;5383.53774
0x7D479047a027569F3cC3f4B913835Ee1034AF5fd;5263.15789
0x1Cf4ea2A93f403D3e4928Cb30941aD750ee22e75;5263.15789
0x94F9181768B3eCd35a363f13f33aB7Dc9b55cD3a;4809.5238
0x319F43F3509279B8b47C705C74aca121266b1935;47619.04761
0xb75af385d1095c31d7df7500bb35b626aF1de995;6290
0xC528Bb9D4e0f29fc3D0d8f363b0cE3f90857AA50;5263.15789
0x19cff2712f47BdD92D296345e0Dbb3258497D67d;5263.15789
0x9e6dD847357F7C392f78928F2a202AB10F3DE653;157894.7368
0x03a2231947Bd66c8793fE2Ff566aa27887847e1b;28571.42857
0x8FfcCD9e01c363ff8C9c60617879D39Fb0d4F63E;5263.15789
0x01A997db06A2cc70E24F38DdCfCf266C45820e1f;10000
0x0180d186418814FEe79d67bD41e0D6Ef67300413;4809.5238
0x9D55E9A2aFbc1fFdFE415203b47770C2D5229304;4809.5238
0x9c80A8081E819D324715fE4E7c7484B939953fB0;4823.80952
0xa3903AfCE938C99a4530583cC521Ab96c0b1233C;420
0xf3e11195fbc967f25947e26fff752980075557fc;4004
0xdb9Bd65343Ace462D742A862aD2239c679f80c25;4952.38095
0xa4041c2c155F143c8cbD22289b3F20fec2C155E0;4761.90476
0xd0364D32Bd7334957C3C5f0f80d6F8b87dAE5a01;14285.71428
0xB886f5127a9C4DfB8a7C36eec6d74425025fA980;6392.81446
0xb23b097d17ef40ea53a71b27006459ee0f14b03c;5020.24042
0xac9353305c025a480f923f6f2ba48b00f9afc92b;4761.90476
0x0471bBD47d51a912C6430Dcb9A52A967BBBb080D;4809.66808
0xf474d0DAc37fb755804df265c056970c83E09596;21130.82256
0xC2693DF31c3fC9a6B8d7519b98Bd94D8eC55C78c;2003.94172
0x938bBF94EE1C373772C52aBADAc45AdE83Dc0b68;16000
0xf3def8ad5707df6900609e9fa1f41b0b10e6c398;4761.90476
0x9D2dCf6D56a38f210758bd191BFb86F18F42516e;1000
0x620998eF55328f43FE3cc3c56C9c316dB4f47B46;20942.15789
0xF832599B8510795BDDD676844b5966b84B09ceFF;16571.42857
0xA1dF3f2a2B28B8d5d55A5B90B4F4aeedB20fD3F0;4842.8538
0x24f5aa4ECa9d94DEF405C94aa90c06194A6d197b;12105.26315
0x406cbfc2d391bed42078138165465128b4e0cb06;5263.15789
0x09c2dd543d19BB1E795bdBd54CE9e0BFF86D9225;6256.8421
0x08b246b50DEa967970C65a579Dca525B4cBd556D;40000
0x4930c365290314a485Fc933F2a893572e06CF73D;4761.90476
0xBcDaC0b6F7C1cc31e7860974479c038F3cA19EF6;4761.904
