0xDCd2B6e60EAA250330A07E051EDb46b0ED127732;5684.58378
0xc0b96547F2C2992DaFECc5BDfA43dCEe89C39b4D;152012.8
0x007bB059bCc5A177760b6066dff2c6d5d02c4518;48000
0x0E691AAB7a0F2AAC43E8ccd0af472BFFC1B68F24;37210.52629
0x3497dfBe817893E42333CF67d306fDbEe70eC412;5789.47368
0xCb181F67f58Cb5E97B8E1696C7B533c62fb6D3e5;15789.47368
0x3bacb670B33951f867DCda67916BA123579aE10e;5264.89473
0x892E0077DaC6cd87BA4fFE8beC935Aaa9f92eFAb;322268.61
0x7714aE16dE6101B6165E008c88f685fA93352BfF;1999.168449
0x88CFE82494EF429413d3f11c08A29C13Ec02D651;10100
0x24571Be0CDD2590C67AbD84317d6C934Fe88C2cF;4785.38095
0xd87847589AA68d2071f724b805578Ab21F4E5a7d;240000
0xf626aBF9A997c3cc702493C4f48e96ba69153593;4640.39064
0x8F0a2dc1566937b6EE0C5616911AC39f56333321;5263.15789
0x472FEA72C4d24414437f159c709fe99cd296ec08;2000
0x0b604B14d2081Bce743106b90fC069527f44Be9F;6999.67346
0x627590A629a6Ad4652c9b6A866D1A2A851c013E1;69105.26315
0x4e475D3F74148259c8509E25B9fC373900225D65;5263.15789
0x7362FD79EfC2AE103e5960088d0a740595a0aa1A;498.5599022
0x4ddFa4BC55e32090c291D25E3010f841e65D05c6;5850.88735
0x7BBD839BEcf7948C66491dFc89F304866169363B;359062
0xdB69194B706b2508462d1bd8867ecDDBd4A574c3;5263.15789
0xC868bA208a3CCa80f45E4c997e0EB5A0E4A2BAf4;4761.90476
0xeBFf84BBEf423071e604c361bba677F5593deF4e;20000
0x58eDF6e6b1765D094219e6B535595bB6F5a200B9;24873.68421
0xCebEe4efbE99ab71e1B75F970Fd402fF8d7A5280;32194.73683
0xf8350E4dF82DD01b17E37Cb0aa3CAbC1064A592A;10631.57893
0x62A090635C48232783983aCfa3f451499e7d1952;526.31578
0x2aB343acaCAE19175d4CF7614B6b233b2ec68Dc4;12727.27272
0xD844551021a81C4182eCa2ff85502a56f7f6e751;10631.57893
0x40A2bDF789A8E3B9fC68D2F6a5bb670FCfC21Bc4;4000
